case_name,scenario_family,case_variant,one_d_backend,mesh_variant,scheduler_mode,exchange_interval,reference_policy,source_mode,wall_clock_seconds,simulated_duration,exchange_event_count,first_exchange_time,cumulative_exchange_volume,sign_flip_count,link_mass_closure_error,final_total_mass_error,normalized_mass_error,cumulative_mass_error,relative_cost_ratio,interval_over_t_arr_ref,interval_over_t_rise_ref,stage_rmse,discharge_rmse,peak_stage_error,peak_discharge_error,peak_time_error,arrival_time_error,phase_lag,hydrograph_NSE,max_depth_map_difference,arrival_time_map_difference,inundated_area_difference,wet_area_iou,wet_area_csi,first_exchange_offset_vs_arrival
surrogate_test7_overtopping_only_variant_strict_global_min_dt,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,strict_global_min_dt,nan,strict_global_min_dt_plus_finest_practical_mesh,surrogate,1.43906414299272,120.0,395,0.11024998873472214,5173.932980798886,0,0.0,8189.309593045124,0.11004363915089596,578703.6718637045,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.11024998873472214
surrogate_test7_overtopping_only_variant_yield_schedule,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,yield_schedule,nan,strict_global_min_dt_plus_finest_practical_mesh,surrogate,0.918568374007009,120.0,8,21.6,5531.063840406903,0,0.0,7214.291854247836,0.08729473036839612,468915.6167589397,0.6383095419893704,nan,nan,0.25508248539676415,0.6022046872402724,0.0,0.11809627909214981,0.0,0.0,-33.5,0.9662665127250352,0.04674567355035719,0.0,0.0,1.0,1.0,21.6
surrogate_test7_overtopping_only_variant_fixed_interval_002s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,2.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,2.16906663402915,120.0,60,2.0,5176.186351451885,0,0.0,8107.872573813867,0.10816733009531919,569757.913467997,1.507275853262729,nan,nan,0.004656077273653277,0.036558711524113545,0.0,-0.009653884374738908,0.0,0.0,-0.5,0.9998756760675329,0.0020420227066597074,0.0,0.0,1.0,1.0,2.0
surrogate_test7_overtopping_only_variant_fixed_interval_003s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,3.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,1.4632581829791889,120.0,40,3.0,5180.997727296979,0,0.0,8069.022890295804,0.10712832043656575,564795.2751669479,1.016812343010753,nan,nan,0.008127940070078608,0.04440848438186028,0.0,0.02410931905875202,0.0,0.0,-1.0,0.9998165554222466,0.003417160515199358,0.0,0.0,1.0,1.0,3.0
surrogate_test7_overtopping_only_variant_fixed_interval_005s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,5.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,1.1408200340811163,120.0,24,5.0,5188.617175033683,0,0.0,7987.4033765760905,0.10503087080732847,554787.4021880866,0.7927513444318288,nan,nan,0.01722642247801704,0.07646845189955709,0.0,0.03860524557573797,0.0,0.0,-2.0,0.9994560768131926,0.005658816569911018,0.0,0.0,1.0,1.0,5.0
surrogate_test7_overtopping_only_variant_fixed_interval_010s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,10.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,0.9388894189614803,120.0,12,10.0,5237.114026969885,0,0.0,7778.574787398989,0.09981888047883514,529873.182238649,0.652430556020205,nan,nan,0.0703585321394015,0.18706533487143798,0.0,0.10081939850187993,0.0,0.0,-5.0,0.9967449354290836,0.0180709640789552,0.0,0.0,1.0,1.0,10.0
surrogate_test7_overtopping_only_variant_fixed_interval_015s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,15.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,1.0634838290279731,120.0,8,15.0,5354.383785232992,0,0.0,7557.449994896582,0.09467592457015175,505135.2800524848,0.7390107204091132,nan,nan,0.1472198447025547,0.3746786647476667,0.0,0.11729399086843273,0.0,0.0,-40.0,0.9869415718335774,0.03249603651886307,0.0,0.0,1.0,1.0,15.0
surrogate_test7_overtopping_only_variant_fixed_interval_030s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,30.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,0.9042247810866684,120.0,4,30.0,6864.358139423522,0,0.0,6787.927898396367,0.07826513447468926,423949.92253686377,0.6283422358132112,nan,nan,0.41412680950207936,1.0250248113559957,0.0,0.11809627909214981,0.0,0.0,-6.0,0.9022668869388937,0.05966864488410095,0.0,0.0,1.0,1.0,30.0
surrogate_test7_overtopping_only_variant_fixed_interval_060s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,60.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,0.6303479559719563,120.0,2,60.0,7158.941772828339,0,0.0,5397.885343152877,0.053437681592348255,295269.389811822,0.4380263096967076,nan,nan,0.6611251391315462,2.1151608713682473,0.0,0.11809627909214981,0.0,0.0,-5.0,0.5838405275770274,0.07605563065705909,0.0,0.0,1.0,1.0,60.0
surrogate_test7_overtopping_only_variant_fixed_interval_300s,surrogate_test7_overtopping_only_variant,surrogate_test7_overtopping_only_variant,fastest_exact,refined_figures,fixed_interval,300.0,strict_global_min_dt_plus_finest_practical_mesh,surrogate,0.6256554590072483,120.0,1,120.0,11895.39146717696,0,0.0,3278.2020420245753,0.03479916037302366,196692.12252147452,0.434765512054325,nan,nan,0.9242819287644122,1.6557142402189315,0.0,0.11809627909214981,0.0,0.0,7.0,0.7449979072025366,0.19181115429786033,0.0,0.0,1.0,1.0,120.0
frontal_basin_fill_strict_global_min_dt,frontal_basin_fill,mechanism,fastest_exact,refined_figures,strict_global_min_dt,nan,strict_global_min_dt,synthetic,2.3062530180905014,80.0,978,0.11024998873472214,517.5284346426727,0,0.0,1217.2954880964778,0.42847702268440824,48906.256595506784,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.055124994734069295
frontal_basin_fill_fixed_interval_015s,frontal_basin_fill,mechanism,fastest_exact,refined_figures,fixed_interval,15.0,strict_global_min_dt,synthetic,2.247151604038663,80.0,6,15.0,508.45187478402096,0,0.0,1129.4792715812584,0.3375239124552445,42772.10380654813,0.9743734041372563,272.1088731514847,170.06804458833358,0.0008403421336228697,0.06396814824683655,0.0,0.025678017300082345,0.0,0.0,0.0,0.9894369680538324,0.08337466567601726,0.0,0.0,1.0,1.0,14.944875005999346
lateral_overtopping_return_strict_global_min_dt,lateral_overtopping_return,mechanism,fastest_exact,refined_figures,strict_global_min_dt,nan,strict_global_min_dt,synthetic,0.6554217139491811,80.0,373,0.11024998873472214,57.68569519019057,0,0.0,-339.24436171523257,0.044276282549804556,12169.66876928719,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.11024998873472214
lateral_overtopping_return_fixed_interval_015s,lateral_overtopping_return,mechanism,fastest_exact,refined_figures,fixed_interval,15.0,strict_global_min_dt,synthetic,0.3322790500242263,80.0,6,15.0,75.41254650573508,0,0.0,-335.30575041583734,0.04454080986776103,12027.029607437293,0.5069698530768999,nan,nan,0.01254071763528549,0.14224661129775654,0.0,0.006091637333930144,0.0,0.0,0.0,0.967060864151487,0.007818589182625901,0.0,0.0,1.0,1.0,15.0
early_arrival_pulse_strict_global_min_dt,early_arrival_pulse,mechanism,fastest_exact,refined_figures,strict_global_min_dt,nan,strict_global_min_dt,synthetic,0.1749530410161242,40.0,67,0.11024998873472214,190.12619501365612,0,0.0,-117.9449790898891,0.06601688818905643,1954.3656054139328,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-7.826065049404028
early_arrival_pulse_fixed_interval_005s,early_arrival_pulse,mechanism,fastest_exact,refined_figures,fixed_interval,5.0,strict_global_min_dt,synthetic,0.2446923420066014,40.0,8,5.0,190.1894063520016,0,0.0,-104.46100154447572,0.05406752544160085,1675.021075011086,1.398617255152769,0.6300153126447228,1.1622296172640538,0.002784624185068943,0.004264523174230437,0.004275394688531553,0.0008848517146926582,-0.5,0.1235860983690964,0.0,0.9999370699722697,0.3325578175704494,1.2867869822549505,857.6739355862928,0.7150025297071048,0.7150025297071048,-2.9363150381387504
early_arrival_pulse_fixed_interval_015s,early_arrival_pulse,mechanism,fastest_exact,refined_figures,fixed_interval,15.0,strict_global_min_dt,synthetic,0.23244206700474024,40.0,3,15.0,192.08296944664238,0,0.0,-73.42225896947616,0.06181690898479952,2033.9846246061875,1.3285968946565363,1.8900459379341683,3.4866888517921617,0.021299280102928232,0.009761005097424827,0.01430752157059556,0.0,1.5,1.0145130081862321,-1.0,0.9996703097949174,0.9887197230078684,6.28049599863072,1604.9911573801546,0.5727686588420053,0.5727686588420053,7.06368496186125
regime_switch_backwater_or_mixed_strict_global_min_dt,regime_switch_backwater_or_mixed,mechanism,fastest_exact,refined_figures,strict_global_min_dt,nan,strict_global_min_dt,synthetic,2.4754700580378994,100.0,631,0.11024998873472214,406.29752913060815,0,0.0,429.34795267480695,0.0358590869867938,22093.082569941056,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.05512499436736107
regime_switch_backwater_or_mixed_fixed_interval_015s,regime_switch_backwater_or_mixed,mechanism,fastest_exact,refined_figures,fixed_interval,15.0,strict_global_min_dt,synthetic,1.8491148090688512,100.0,7,15.0,411.58279168029304,0,0.0,404.36352336760774,0.03157515807649949,19554.416178383137,0.746975227215833,272.1088713413337,170.0680423609994,0.0012313654070829738,0.1170619512526002,0.0,0.11976034563970916,0.0,0.0,0.0,0.9868688351157646,0.010872389833961327,0.0,0.0,1.0,1.0,14.944875005632639
